,year of founding,Internet Activity Score,Focus functions of company,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Amount,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Renown score,Market Research,Marketing,Analytics,Software Development,Mobile,Enterprise Software,Media,Cloud Computing,Network / Hosting / Infrastructure,Social Networking,Retail,Entertainment,Healthcare,Energy,Search,Food & Beverages,Music,Publishing,Gaming,Email,Career / Job Search
138,2005,-91.0,web,3.0,0.0,No,1/1/2005,25000000.0,United States,0,0,3,0,5,Yes,0,Nothing,No,Small,No,No,No,Yes,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,Yes,None,No,No,Yes,No,No,No,Yes,No,No,Yes,Online,B2C,High,High,,Low,PhD,computer,Yes,Yes,Tier_1,16,Low,0,0,0,None,0,None,0,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,545749,No,Yes,No,2.0,Low,4,3.75,25,No,24,6.85,Plateau,5 to 10,0,,,,,,,,,,,,,,,,,,,,,
139,2009,-69.0,sale,,,No,3/1/2009,5000000.0,United States,0,0,0,0,5,Yes,1,medium,No,Small,Yes,Yes,No,Yes,Service,No,Public,No,no,No,Platform,local,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Medium,High,No,Medium,Masters,business,Yes,Yes,None,500,Medium,0,0,0,None,0,None,8,Low,Medium,Yes,No,Low,,No,Yes,Yes,No,No,No,,8990243,No,Yes,No,3.0,Medium,9,20,5,Not Applicable,10,2.761111111,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,2005,-46.0,Sales & Marketing,,,No,1/1/2005,,United States,0,1,1,0,5,Yes,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Low,Masters,business,Yes,Yes,Tier_1,500,High,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,8714861,No,Yes,No,2.0,Low,0,6.25,2.7,Yes,24,5.05,Trigger,2 to 5,3,,,,,,,,,,,,,,,,,,,,,
141,2008,14.0,operation,35.0,0.0,No,1/1/2008,,United Kingdom,0,0,0,0,5,,0,low,No,Small,Yes,Yes,No,Yes,Product,,no,No,no,No,Platform,Global,,,None,No,No,No,No,No,No,No,No,No,No,Offline,B2C,Medium,High,No,Medium,Masters,business,Yes,Yes,None,500,Low,0,0,0,Medium,3,None,25,Low,Medium,Yes,No,Medium,,No,Yes,Yes,No,No,No,Low,1989996,No,No,,3.0,Medium,0,8,,Yes,,1,Plateau,0 to 2,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,2012,16.0,Sales,1.0,,No,1/1/2012,,United States,0,0,1,0,1,,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Low,Bachelors,engg,No,No,None,500,Low,0,0,0,None,0,None,25,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,3274502,No,Yes,,2.0,Low,0,10,,Not Applicable,,1,,,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
143,2011,107.0,social network,0.0,-100.0,No,8/26/2011,1000000.0,United States,5,5,3,0,3,Yes,5,low,Yes,Small,No,No,No,No,Service,No,no,No,no,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Medium,Bachelors,business,No,Yes,Tier_1,157,High,0,1,0,None,0,None,12,Low,Low,Yes,No,Medium,,Yes,No,Yes,No,No,No,,718025,No,No,Yes,3.0,Medium,0,3,1,Not Applicable,3,2.711111111,Plateau,0 to 2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,2010,-77.0,consumer web,19.0,-5.0,No,9/1/2010,800000.0,United States,9,0,3,0,5,Yes,0,low,No,Medium,No,No,No,No,Product,No,Public,No,Unstructured,No,Cloud,Local,Non-Linear,Yes,None,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Online,B2C,Medium,Medium,No,Low,Bachelors,history,No,No,Tier_1,500,Low,0,0,0,None,0,None,4,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,3638146,No,Yes,No,2.0,Low,1,3.3,0.8,Not Applicable,14,7.1,Trigger,2 to 5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2008,-535.0,writing blog,5.0,0.0,No,1/1/2008,2300000.0,United States,0,2,0,0,1,,0,low,No,Small,No,No,No,No,Product,No,Public,Yes,Both,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,High,Yes,Medium,,,,Yes,None,499,None,0,0,0,Low,0,None,9,Low,Low,No,No,Medium,,No,No,No,No,No,No,,245307,No,No,No,2.0,Low,1,2,2.3,Yes,12,26.25,Plateau,0 to 2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2007,-8.0,marketing,1.0,0.0,No,8/1/2007,1500000.0,Italy,0,0,0,0,3,,1,Nothing,No,Medium,No,No,No,Yes,Service,No,Public,No,Unstructured,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,engg,No,No,None,500,Low,0,0,0,None,0,None,0,Low,Low,No,No,Low,,No,No,No,No,No,No,,14598301,Yes,Yes,No,2.0,Low,6,1.6,1.5,No,24,11.88333333,Plateau,0 to 2,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2006,,curated web,,,No,,,,0,1,1,0,1,No,0,low,No,Medium,Yes,Yes,No,No,Service,No,Private,No,Both,Yes,Platform,Global,Non-Linear,No,None,Yes,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,No,Medium,Bachelors,"Arts, Media",No,No,None,500,Low,0,0,0,Low,130,Few,140,Low,Low,No,No,Medium,,No,Yes,No,No,No,No,,,No,No,No,2.0,Low,4,0.4,0.287,No,1,1,Plateau,2 to 5,3,,,,,,,,,,,,,,,,,,,,,
148,2009,,marketing,,,No,,,,0,0,2,0,6,Yes,1,Nothing,No,Small,No,No,No,No,Service,No,Private,No,no,Yes,Platform,Local,Non-Linear,No,None,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,High,Medium,No,Medium,Bachelors,computer,No,No,Tier_1,500,Medium,0,0,0,High,0,None,18,Low,Low,No,No,Low,,No,No,No,No,No,No,,,No,Yes,No,2.0,Low,3,5,11.5,Not Applicable,2,4.011111111,Trigger,5 to 10,6,,,,,,,,,,,,,,,,,,,,,
149,2006,8.0,Data Management,0.0,-100.0,No,1/1/2006,1000000.0,United States,0,0,1,0,1,Yes,0,Nothing,No,Small,No,No,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Medium,Masters,MBA,Yes,Yes,Tier_1,500,Medium,0,1,1,Medium,75,Few,29,Low,Low,No,Yes,Medium,,No,Yes,No,Yes,No,No,Medium,7974958,No,No,No,3.0,Medium,0,0.4,1,No,26,26,Plateau,2 to 5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2007,-9.0,Recommendation ,,,yes,1/1/2007,10000000.0,United States,0,0,3,2,6,No,0,Nothing,No,Small,Yes,Yes,No,No,Service,No,Private,No,Both,Yes,Platform,Local,Non-Linear,No,None,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Masters,business,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,25,Medium,Medium,Yes,No,Low,,No,Yes,No,No,No,No,,16821322,No,Yes,No,2.0,Low,1,6.6,10,No,8,8,Plateau,0 to 2,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,2005,50.0,Marketing,26.0,-4.0,yes,1/1/2005,10000000.0,United States,0,0,3,2,4,Yes,1,medium,No,Small,Yes,Yes,No,No,Service,No,Public,Yes,Unstructured,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2C,High,High,No,Low,Bachelors,Management and information technology,Yes,Yes,Tier_2,500,High,0,0,0,Medium,0,None,12,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,7445,No,No,No,2.0,Low,2,4,10,Yes,40,1.633333333,Trigger,2 to 5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
152,,,web,,,yes,,,,0,0,2,0,2,No,1,Nothing,No,Small,No,No,No,No,Service,No,Private,No,no,Yes,Platform,Global,Non-Linear,No,None,Yes,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Medium,Masters,marketing,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,0,Medium,Medium,Yes,No,Low,,No,Yes,No,No,No,No,,,No,Yes,No,3.0,Medium,8,8.33,unknown amount,,,1,,,0,,,,,,,,,,,,,,,,,,,,,
153,2010,,Marketing,,,No,,,,1,0,2,0,2,No,0,Nothing,Yes,Small,Yes,Yes,No,No,Service,No,Private,No,Both,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,Medium,No,Low,Bachelors,Computer Science,Yes,No,Tier_2,330,Medium,0,0,0,Low,76,Few,45,Medium,Low,Yes,Yes,Medium,,Yes,Yes,Yes,Yes,No,No,High,,No,No,No,3.0,High,0,1,unknown amount,Not Applicable,1,1,Slope,2 to 5,2,,,,,,,,,,,,,,,,,,,,,
154,2012,205.0,"Marketing,Sales,Risk,Operations",48.0,20.0,Yes,1/1/2012,8000000.0,United States,0,0,2,0,3,Yes,0,medium,No,Large,Yes,Yes,No,No,Service,Yes,Private,Yes,Structured,Yes,Cloud,Global,Non-Linear,No,None,No,No,No,No,No,No,No,Yes,No,No,Both,B2B,High,High,No,Low,Masters,Computer Science,Yes,Yes,Tier_1,480,Medium,1,1,1,High,72,Few,16,Medium,Medium,Yes,No,Medium,Bad,Yes,Yes,Yes,No,No,No,High,2205289,No,No,Yes,4.0,High,0,51,8,Not Applicable,20,20,Peak,2 to 5,0,,,,,,,,,,,,,,,,,,,,,
155,2007,120.0,Strategy,,,Yes,4/5/2007,43000000.0,United States,0,1,3,6,11,Yes,4,high,No,Medium,Yes,Yes,Yes,Yes,Product,No,Public,Yes,Structured,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Both,B2B,High,High,No,Low,Bachelors,Economics,No,No,None,500,Medium,0,0,0,Low,73,Few,50,High,High,Yes,Yes,Low,Good,No,No,Yes,No,No,No,High,29182,Yes,No,No,4.0,High,12,53.6,43,Yes,2,5.695238095,Plateau,0 to 2,5,,,,,,,,,,,,,,,,,,,,,
156,2007,-69.0,Strategy,55.0,4.0,Yes,1/1/2007,20000000.0,United States,0,7,2,0,6,Yes,6,high,No,Medium,Yes,Yes,No,No,Product,Yes,Private,No,Structured,No,Both,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,High,High,No,Medium,Masters,MBA,Yes,No,None,500,Low,1,1,1,Low,81,Many,40,Low,High,Yes,No,Medium,Bad,No,Yes,No,Yes,No,No,Medium,,No,No,No,3.0,Medium,0,7.6,20,Yes,12,8.877777778,Plateau,0 to 2,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2013,,Marketing,,,Yes,,,,0,0,2,0,3,Yes,0,medium,No,Small,No,No,No,No,Service,Yes,Both,Yes,Both,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Both,B2B,High,High,No,Medium,Masters,MBA,Yes,Yes,Tier_1,500,Medium,1,1,1,High,86,Many,18,Low,Low,No,No,Low,Good,Yes,No,No,No,No,No,High,1615432,Yes,No,No,3.0,Medium,0,12,4.5,Not Applicable,12,12,,,0,,,,,,,,,,,,,,,,,,,,,
158,2007,17.0,Marketing,,,No,3/1/2007,4300000.0,United States,0,0,2,1,2,No,0,low,Yes,Small,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,None,Yes,No,No,No,No,No,No,No,Yes,Yes,Online,B2B,Low,Medium,No,Medium,Masters,MBA,Yes,Yes,Tier_1,500,Medium,1,1,1,High,72,Few,25,Medium,Low,No,No,Medium,,No,No,No,No,Yes,Yes,Medium,,No,No,No,2.0,Low,1,0.8,4.3,No,14,14,Plateau,0 to 2,3,,,,,,,,,,,,,,,,,,,,,
159,2007,,curated web,,,No,,,,0,1,2,0,3,No,0,low,No,Medium,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Platform,Global,Linear,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2C,Low,Medium,No,Low,Bachelors,Computer Science,Yes,Yes,Tier_2,200,Medium,1,1,1,Medium,63,Many,10,Low,Medium,No,Yes,Medium,,Yes,Yes,Yes,Yes,No,No,High,,No,No,,4.0,High,1,0.6,0.11,Yes,,,Plateau,0 to 2,0,,,,,,,,,,,,,,,,,,,,,
160,2007,1535.0,Development Tool,,,Yes,1/1/2007,5000000.0,United States,0,0,1,6,5,No,0,high,No,Medium,Yes,Yes,No,Yes,Service,Yes,Private,No,Structured,Yes,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,Medium,Yes,Medium,PhD,Data Mining,Yes,Yes,None,500,High,0,0,0,High,61,Many,41,High,Medium,Yes,No,Low,Good,Yes,Yes,Yes,Yes,No,No,High,104224,Yes,Yes,Yes,4.0,High,0,5.5,5,Yes,72,72,Peak,2 to 5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,2013,120.0,Strategy,5.0,,No,3/1/2013,3700000.0,United States,0,7,4,1,4,Yes,4,Nothing,No,Small,Yes,No,No,No,Service,No,Private,No,Structured,No,Platform,Local,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2B,Low,Medium,No,Low,Masters,MBA,Yes,No,Both,300,Low,1,1,1,Medium,91,Few,10,Low,Low,Yes,No,Low,Bad,No,No,No,Yes,No,No,High,1125918,Yes,No,Yes,4.0,Medium,0,8,3.7,Not Applicable,1,6.366666667,Trough,0 to 2,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,2007,355.0,Tool,103.0,0.0,yes,1/1/2007,7800000.0,United States,0,0,2,3,3,Yes,3,high,No,Large,Yes,No,Yes,Yes,Product,Yes,Private,No,Both,Yes,Both,Global,Linear,Yes,None,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Online,B2C,Medium,High,No,Medium,Bachelors,Management and Technology,Yes,Yes,None,500,High,0,0,0,Low,279,Few,6,High,High,No,No,Medium,Good,No,Yes,No,Yes,No,No,,95565,Yes,Yes,Yes,3.0,Medium,0,17.5,7.8,Yes,12,12,Peak,2 to 5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,2009,,"Customer Retention, Customer Feedback",,,No,,,,4,0,2,0,2,No,0,medium,No,Small,Yes,Yes,No,No,Service,Yes,Private,Yes,Both,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,Medium,No,Low,Bachelors,Business Administration,No,No,None,500,Low,0,0,0,Low,106,Few,17,Low,Low,No,Yes,Medium,Bad,No,Yes,Yes,Yes,No,Yes,Medium,6536311,Yes,No,Yes,3.0,Medium,0,1.25,1,Not Applicable,30,7.616666667,Trigger,5 to 10,4,,,,,,,,,,,,,,,,,,,,,
164,2013,294.0,Inventory management,4.0,0.0,No,5/8/2013,1000000.0,United States,1,1,3,0,4,No,0,high,No,Small,No,No,No,No,Service,No,Private,No,Structured,Yes,Platform,Local,Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Online,B2B,Low,High,No,Medium,Masters,MBA,Yes,Yes,None,500,Low,0,0,0,Low,112,Many,45,Low,Low,Yes,Yes,Low,Bad,No,Yes,Yes,Yes,No,No,High,810092,No,No,No,3.0,Medium,0,6,1,Not Applicable,1,1.677777778,Trough,0 to 2,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,2011,221.0,Energy saving,26.0,4.0,Yes,1/24/2011,6000000.0,United States,9,0,2,0,6,No,3,high,No,Large,No,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,High,Bachelors,Arts,Yes,Yes,Tier_1,500,Low,0,0,0,High,152,Few,27,Medium,Medium,Yes,Yes,Medium,Good,Yes,No,No,Yes,No,No,,797253,No,No,Yes,3.0,High,4,16,6,Not Applicable,6,8,,,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
166,2012,334.0,"Optimization, CRM, Pricing",36.0,13.0,yes,1/1/2012,18000000.0,United States,0,0,2,4,7,Yes,1,low,Yes,Medium,No,No,No,No,Service,Yes,Private,No,Structured,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Both,B2B,Low,High,Yes,High,PhD,Computer Science,Yes,Yes,None,400,High,1,1,1,Medium,86,Many,40,Medium,Medium,Yes,No,Medium,Good,No,No,No,Yes,No,No,High,583200,No,No,No,3.0,Low,0,42,18,Not Applicable,1,3.6,Peak,2 to 5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,2007,84.0,Social Media optimization,20.0,,yes,1/1/2007,1500000.0,United States,0,0,1,4,5,No,0,medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Private,No,Both,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,Economics and American literature,No,No,None,500,Low,0,0,0,Low,55,Few,20,Medium,Medium,Yes,No,Low,Bad,No,No,No,Yes,No,No,,,No,No,No,2.0,Medium,3,48.33,1.5,Yes,36,36,Plateau,0 to 2,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2009,237.0,many,38.0,0.0,Yes,1/1/2009,4499999.0,United States,2,3,1,5,7,Yes,3,medium,No,Small,No,No,No,No,Service,Yes,Private,No,Structured,No,Platform,Global,Linear,Yes,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,No,Medium,Bachelors,Chemical Engineering,No,Yes,None,489,Medium,0,0,0,Medium,31,Few,21,Medium,Medium,No,No,Low,Bad,Yes,Yes,No,No,No,No,High,2155880,No,No,Yes,3.0,Medium,0,10,4.499999,Not Applicable,20,10.725,Trough,2 to 5,2,,,,,,,,,,,,,,,,,,,,,
169,2007,,games,,,No,,,,0,0,2,1,3,No,0,medium,No,Small,No,No,No,No,Service,No,Private,No,no,Yes,Platform,Global,Non-Linear,No,None,Yes,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Medium,Masters,marketing,Yes,Yes,Tier_1,500,Low,0,0,0,None,0,None,25,Low,Low,No,No,Low,,No,No,No,No,No,No,,,No,Yes,,3.0,Low,1,0.6,,No,1,1,Plateau,0 to 2,4,,,,,,,,,,,,,,,,,,,,,
170,2010,616.0,"Marketing, customer targeting",6.0,0.0,No,5/15/2010,1000000.0,United States,5,0,2,0,2,No,0,high,No,Small,No,No,No,No,Service,Yes,Private,No,Both,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,None,Medium,No,High,Masters,Arts and Culture,No,No,Tier_1,500,Low,0,0,0,Medium,153,Few,35,Low,Low,No,No,Medium,Bad,No,No,No,Yes,No,No,High,103061,Yes,No,No,2.0,Low,0,1.6,1,Not Applicable,37,37,Plateau,0 to 2,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,,3.0,entertainment,,,No,,4000000.0,United States,0,0,3,1,4,No,0,low,No,Small,No,No,No,No,Product,No,Private,No,no,Yes,Platform,Local,Non-Linear,No,None,No,Yes,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,No,Medium,Bachelors,physics,No,Yes,None,500,Low,0,0,0,Low,0,None,10,Medium,Low,Yes,No,Low,,No,No,No,No,No,No,,2738450,No,Yes,No,2.0,Low,6,1.4,4,,,,,,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,2012,137.0,Database Management,24.0,9.0,yes,1/1/2012,15000000.0,United States,0,0,3,4,6,Yes,1,high,No,Medium,Yes,Yes,No,No,Product,Yes,Private,No,Both,Yes,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,No,High,Masters,Biomedical and mechanical Engineering,No,Yes,None,500,Medium,0,0,0,Low,68,Few,12,Medium,Medium,Yes,No,Medium,Good,No,Yes,Yes,Yes,No,No,High,1065438,No,No,Yes,3.0,High,0,30,15,Not Applicable,10,8.016666667,Peak,2 to 5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,2002,83.0,Database Management,,,yes,12/1/2002,6000000.0,United States,0,0,1,6,7,No,0,high,No,Medium,Yes,Yes,No,No,Service,Yes,Private,No,Structured,No,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,Bachelors,Computer Science,Yes,Yes,Tier_2,500,High,0,0,0,Low,65,Many,0,High,Medium,Yes,No,Medium,Good,Yes,Yes,No,Yes,No,No,High,,No,No,No,3.0,Medium,0,1.63,6,Yes,108,1,,,7,,,,,,,,,,,,,,,,,,,,,
174,2010,191.0,Search EnginenOptimization,6.0,20.0,No,,,United States,0,9,2,0,3,No,0,high,Yes,Large,Yes,Yes,No,No,Product,No,Private,No,Both,No,Platform,Global,Non-Linear,No,None,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Offline,B2B,Low,High,Yes,High,PhD,Computer Science,Yes,Yes,Tier_1,500,High,1,1,1,Low,230,Many,0,Medium,Medium,Yes,No,Medium,,No,Yes,Yes,Yes,No,No,High,1178117,Yes,No,No,4.0,High,0,2.6,0.77,Not Applicable,26,6.244444444,Plateau,0 to 2,8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
175,2012,23.0,Information management,3.0,0.0,Yes,,20000.0,United States,1,0,1,1,2,,0,medium,No,Small,Yes,Yes,No,No,Service,No,Private,Yes,Structured,Yes,Platform,local,Linear,No,Few,No,No,No,No,No,No,Yes,No,No,No,Online,B2C,Low,Medium,No,Medium,Masters,engg,Yes,Yes,Tier_1,500,None,0,0,0,None,3,None,25,Low,Medium,No,Yes,Medium,,No,No,No,No,No,No,Low,6657549,Yes,Yes,No,3.0,Medium,0,10,0.02,Not Applicable,,,,,5,,,,,,,,,,,,,,,,,,,,,
176,2009,56.0,strategy,15.0,7.0,yes,2/6/2009,4250000.0,United States,3,5,2,2,1,Yes,2,high,Yes,Large,No,No,No,No,Service,Yes,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,No,No,Yes,No,Yes,No,No,Online,B2B,Medium,Medium,Yes,Medium,Bachelors,cse,Yes,Yes,Both,500,High,1,1,1,None,67,None,9,Medium,Low,No,No,Low,Average,Yes,No,No,No,No,No,,108639,Yes,No,No,3.0,Low,3,2,4.25,Not Applicable,12,12,,,8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
